Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air transport, freight (million ton-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.80000019,10.69999981,10.39999962,11.30000019,8.786,8.262,5.358,5.025,6.966,7.036,7.388,6.148,7.174,5.698,5.9795,4.4857,3.0115,0.999996,0,,,,0,0.3265,
"Air transport, passengers carried",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358100,367800,365300,343100,298232,369164,407777,366581,509904,555795,605817,560626,623688,653320,704753,392312,364733,45000,0,,,,53259,193668,
"Air transport, registered carrier departures worldwide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,4300,4500,2900,4406,2804,2997,3842,5657,5939,6177,5975,6681,7632,8761,5561,6043,852,0,,,,814,2133,
Alternative and nuclear energy (% of total energy use),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.510409999,1.484904492,4.390764652,10.22637154,12.53781898,10.31906381,38.17418641,27.03983211,25.90326628,33.11921043,29.18085317,28.33116807,36.39768901,32.02426922,32.78697079,32.17229758,31.56508894,27.84265207,25.69627509,30.17802071,32.51402351,29.92376523,24.56447305,25.72974126,25.71826413,,,,,,
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.21993872,,,,,65.76670128,,,,,66.95005314,,,,,71.67630058,,,,,74.22011306,,,
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.61713454,,,,,29.81423791,,,,,28.16082182,,,,,20.41822509,,,,,21.50882825,,,
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.162926739,,,,,4.419060805,,,,,4.889125044,,,,,7.895273716,,,,,4.271058692,,,
"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97186179,,,,,25.25149439,,,,,43.91310687,,,,,42.87797055,,,,,41.76993731,,,
"Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,1.732,,,,,3.012,,,,,2.941,,,,,2.865,,,
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,
Antiretroviral therapy coverage (% of people living with HIV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,5,8,12,18,30,39,45,52,59,64,70,78,73,85,
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquaculture production (metric tons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4598,4604,5057,2637,2565,2250,1570,1120,650,670,437,889,893,1331,1020,1064,813,739,1056,3650,5100,5240,5000,6300,8850,11700,13925,15130,16381,16690,17000,,
Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85774499,15.20899192,15.27924131,15.27924131,15.8061117,15.98173516,15.98173516,15.8061117,15.8061117,15.98173516,15.98173516,15.98173516,15.98173516,15.98173516,15.90797331,15.87987355,15.82016157,15.78503688,15.75342466,15.77801194,15.74991219,15.74288725,15.71829996,15.69020021,15.6796628,15.66561293,15.65156305,,
Arable land (hectares per person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122864503,0.128749954,0.132473847,0.135204522,0.142035546,0.14522409,0.146364044,0.145677175,0.146599335,0.149146733,0.149968128,0.150765491,0.151630275,0.152619572,0.153094321,0.154162595,0.15490343,0.155604461,0.15587427,0.156159939,0.155466158,0.154680589,0.153653186,0.152689081,0.152036036,0.151452947,0.150959964,,
Arable land (hectares),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423000,433000,435000,435000,450000,455000,455000,450000,450000,455000,455000,455000,455000,455000,452900,452100,450400,449400,448500,449200,448400,448200,447500,446700,446400,446000,445600,,
ARI treatment (% of children under 5 taken to a health provider),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,36,,,,,57,,,,,,93.9,,,,
Armed forces personnel (% of total labor force),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.466397143,1.584127346,3.495751109,4.862289596,4.730874791,4.992347795,4.477060415,4.49244089,3.504652571,3.557079125,3.768676021,3.765601233,4.038316203,4.022922448,3.850587378,3.427407509,3.431751051,4.457560526,4.257573701,4.157643742,3.649022047,3.623626933,3.657028794,3.693273278,3.763049005,3.773791251,3.917708847,,
"Armed forces personnel, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,21000,45000,61000,58400,61000,54400,54400,42300,43000,45600,45600,49000,49000,47000,42000,42000,55570,55528,55544,49100,49100,49100,49100,49100,49000,48800,,
Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,,,,,,,,,,,,,,
Arms imports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,181000000,47000000,70000000,,,2000000,,,,,118000000,,,1000000,,46000000,52000000,5000000,,16000000,,,110000000,18000000,,248000000,
"Automated teller machines (ATMs) (per 100,000 adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,4.95,7.69,14.48,23.11,30.24,34.05,43.54,50.4,53.91,59.43,60.56,61.16,63.74,64.11,65.54,
Average number of visits or required meetings with tax officials (for affected firms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,1.7,,,,,,,1.4
Average precipitation in depth (mm per year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,,,,,562,,,,,562,,,,,562,,,,,562,,,,,562,,,
Average time to clear exports through customs (days),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,4.9,,,,3.3,,,,7.3,,,,,,,12
Average transaction cost of sending remittances from a specific country (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.831746032,1.718518519,1.75,1.28849229,1.479317073,3.242005866,3.970185295,5.655455962,5.01624,5.098131
"Average working hours of children, study and work, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,
"Average working hours of children, working only, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank capital to assets ratio (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5459003,22.92492642,22.47723053,23.01136724,20.99481053,20.23822468,17.22175677,15.93070704,15.2842664,13.5696527,14.68498186,16.2048667,15.70733685,15.01764558,14.13908844,
Bank liquid reserves to bank assets ratio (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.447667299,12.74888263,12.24710308,12.7915992,29.0950623,35.29523896,28.28657974,16.74265415,23.68090319,17.14790025,20.43296031,16.83229516,24.1844887,20.47432584,22.00480175,22.31790193,19.71894691,19.56426848,18.8138258,18.27875597
Bank nonperforming loans to total gross loans (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.972089483,2.447555686,2.404015724,4.2841892,4.863619002,3.041411299,3.421091513,3.669222171,4.485338923,6.969750428,7.949716684,6.724111251,5.432317779,4.754398251,5.506665829,
Battle-related deaths (number of people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,37,30,,,,,,,,,,,1,,,,,,,9,,,9,4,,,,
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41089368,14.45413996,14.77862175,14.53293666,15.63594629,14.7668886,15.91272193,15.21999031,16.29120674,14.56129494,15.07875082,,
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94487649,16.70639217,17.16506463,16.39650328,17.63460188,16.63744216,17.79222324,17.16876026,17.92624443,16.88490461,17.1681747,,
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.05066294,32.27868941,32.42662134,31.83411406,31.12900918,31.28003992,32.34605796,33.20090168,31.61472024,37.48004403,35.93214422,,
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.26184155,20.78826999,14.74731,23.49130889,24.60387235,21.325846,,,,,,,
"Binding coverage, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,99.96,99.96,99.96,100,100,100,100,99.98,100,100,100,100,100,99.98,
"Binding coverage, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,99.95,99.95,99.95,100,100,100,100,99.97,100,100,100,100,100,100,
"Binding coverage, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.92,
"Bird species, threatened",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
"Birth rate, crude (per 1,000 people)",38.509,37.217,35.561,33.629,31.54,29.447,27.496,25.786,24.389,23.355,22.694,22.366,22.262,22.283,22.382,22.53,22.721,22.961,23.243,23.538,23.823,24.082,24.297,24.446,24.502,24.431,24.207,23.826,23.292,22.609,21.768,20.764,19.627,18.41,17.172,15.991,14.947,14.092,13.457,13.062,12.91,12.98,13.208,13.524,13.884,14.244,14.572,14.855,15.08,15.233,15.304,15.297,15.232,15.125,14.979,14.795,14.568,14.298,13.987,13.646,
Births attended by skilled health staff (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.7,99.7,98.3,95.5,93.3,93.1,95.7,96.4,97.4,98.8,96.8,98.4,98.8,99.2,99.5,97.8,99.7,99.9,99.9,100,99.5,100,100,100,100,,99.8,,,,
"Borrowers from commercial banks (per 1,000 adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bound rate, simple mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42,8.42,8.42,8.44,8.44,8.44,8.47,8.47,8.47,8.47,8.47,8.68,8.68,8.68,8.7,8.7,8.7,
"Bound rate, simple mean, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,7.58,7.58,7.57,7.57,7.57,7.59,7.59,7.59,7.59,7.59,7.57,7.57,7.57,7.59,7.59,7.59,
"Bound rate, simple mean, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,11.41,11.41,11.46,11.46,11.46,11.47,11.47,11.47,11.47,11.47,11.89,11.89,11.89,11.93,11.93,11.93,
Bribery incidence (% of firms experiencing at least one bribe payment request),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,8.7,,,,,,,1.4
Broad money (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.87205068,69.11378162,13.09741126,7.707153716,8.222912227,8.733563209,10.05221842,11.08461177,14.70451086,13.44964842,15.55159851,14.39195936,14.98698077,16.29839157,18.28697982,21.95239928,19.83583669,25.94146252,26.33909377,29.83045065,31.55695244,33.9221955,34.67229613,36.79245529,43.02292575,46.41542424,46.1206403,46.96985505,
Broad money (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247755114,2915502675,24500673436,40251072000,54370637558,70247105057,96037385737,1.09454E+11,1.51653E+11,1.58151E+11,2.11886E+11,2.33818E+11,2.85943E+11,3.65554E+11,4.85737E+11,6.91343E+11,7.07788E+11,8.1499E+11,9.11386E+11,1.12698E+12,1.34636E+12,1.54537E+12,1.6742E+12,1.85568E+12,2.1801E+12,2.58278E+12,2.7751E+12,3.08546E+12,3.36204E+12
Broad money growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.767909,740.3584619,64.28557405,35.07873171,29.20044387,36.71365626,13.9705114,38.55394702,4.284803023,33.97685291,10.35074294,22.29319885,27.84120857,32.87709665,42.32875386,2.378635022,15.14612389,11.82784961,23.65541669,19.46681076,14.7811031,8.3360558,10.83988508,17.48265024,18.47097088,7.445920803,11.18408795,8.963765502
Broad money to total reserves ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.6492137,61.10849056,4.770448247,1.017837284,0.780713718,0.598539193,0.649336781,0.673992008,0.894607858,0.864375461,0.857494436,0.80479988,0.978581394,1.193011434,1.089190979,1.218139797,1.644343188,1.119672121,1.307237309,1.565578967,1.862388272,1.675532144,2.702542966,2.187149369,2.058539584,2.312124169,2.543100501,2.253647364,
Business extent of disclosure index (0=less disclosure to 10=more disclosure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,
Capture fisheries production (metric tons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,2738,2698,1933,1885,1850,1033,821,580,580,698,1144,1133,866,465,569,218,250,350,1065,601,619,617,795,861,4099,4795,8140,3758,364,369,,
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.178255134,,,,,,,,,,4.444726082,,,,,4.808441555,,,,6.69449891,
"Cause of death, by injury (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.734618753,,,,,,,,,,4.754836876,,,,,4.417689703,,,,4.677751175,
"Cause of death, by non-communicable diseases (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.08712401,,,,,,,,,,90.8004349,,,,,90.77386831,,,,88.62775132,
"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central government debt, total (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cereal production (metric tons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299949,306410,227620,248200,312800,254180,322730,292212,216970,360144,407583,305303,451641,391829,208587,447554,409182,369077,321954,435470,451049,543659,574673,595757,598966,298029,334342,,
Cereal yield (kg per hectare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.8,1688.9,1439.9,1859,1877.2,1365.8,1768.4,1776.5,1383,1878.7,2204.7,1567.1,2280.8,1938.7,1323.9,2592.6,2405,2250.3,2068.2,2789,2650.5,3072.5,3181.6,3132.1,3076.1,1975.1,2623.6,,
Changes in inventories (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12981044926,46168100000,40816600000,54848467841,1649853243,26715554516,34067196263,3.16409E+11,99512976164,
Changes in inventories (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410000,9010000,-47880000,-108970000,14416000000,24309000000,21231000000,56798000000,61817000000,42946000000,2148600000,24304300000,7838900000,20489800000,19360500000,15055300000,9954800000,26677300000,39590200000,-54627900000,-19389400000,44770700000,46168100000,42822000000,62191900000,5949900000,33332100000,43033800000,3.40494E+11,1.11272E+11,
Changes in inventories (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63250701.46,233874061.5,-196431247.3,-31032331.97,101351544,68344503.64,51277653.27,115772522,122531219,80263896,3982384.53,43786797.82,13672102.56,35402318.71,36292998.41,32894321.42,23927483.97,77985764.11,129392677.8,-150372725.6,-51890419.24,120189508.3,114913481.5,104539339.2,149528587,12449617.43,69371318.59,89149239.59,704973561.4,231601487.9,
"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
Chemicals (% of value added in manufacturing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,2.068464181,1.906006628,1.925345412,1.925345412,,
Child employment in agriculture (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in agriculture, female (% of female economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child employment in manufacturing (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child employment in services (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in services, female (% of female economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in services, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children (0-14) living with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children (ages 0-14) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, female (% of female children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,
"Children in employment, male (% of male children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,
"Children in employment, self-employed (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
"Children in employment, total (% of children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53,,,,,,,,,,
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.72,,,,,,,,,,
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52,,,,,,,,,,
"Children in employment, wage workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, work only (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
